;Speed;Pressure;Volume;Thickness;Resistance;Type;Def;Time;Cost
347;18,37519;224,8478;2,954691;77,94391;66.2667  B;;0;142,5474;154,7841
348;30,92017;330,5235;7,810264;95,75252;22.0711  B;;0;114,8743;115,0918
349;38,20191;330,8318;0,422378;94,55865;32.89243  B;;0;97,30903;110,2018
350;30,83743;394,0726;1,40711;74,54513;53.65374  B;;0;117,1102;117,8692
351;36,46635;187,7382;1,210926;73,11715;68.12758  B;;0;101,3771;140,7119
352;30,825;77,11319;0,828877;85,31797;53.21639  B;;0;116,3737;160,4834
353;40,85211;142,187;0,287075;97,81927;62.67949  B;;0;92,41107;136,1576
354;50,26931;246,4025;0,252306;89,24026;57.73562  B;;0;75,01793;125,2036
355;39,73859;330,6133;1,886311;99,09359;28.47666  B;;0;98,29492;120,2626
356;27,66065;339,7661;2,073984;90,82315;55.28012  B;;0;118,8636;130,3465
357;30,38027;553,8984;0,860596;92,80926;27.52113  B;;0;118,0498;95,94234
358;31,32169;441,9668;2,096645;77,51631;37.95137  B;;0;112,1398;106,7566
359;39,74838;659,4388;1,331826;76,87571;64.77825  B;;0;95,13348;61,10167
360;32,94367;312,249;3,282704;98,84233;47.21429  B;;0;107,2255;115,6956
361;40,39399;329,6366;0,248477;81,97969;42.84634  B;;0;90,39189;119,3072
362;33,15182;483,2819;1,149513;96,4461;25.857  B;;0;106,4113;99,90061
363;28,03178;295,3154;0,403299;88,83613;51.44525  B;;0;111,533;137,018
364;46,07208;451,3238;0,541217;87,14376;68.73027  B;;0;83,68781;96,16748
365;30,64351;449,7754;0,406112;77,82524;25.35599  B;;0;115,3051;121,1103
366;46,24909;435,7525;2,28268;70,90837;21.44024  B;;0;82,65331;95,21665
367;41,75463;579,4915;1,074925;84,20709;37.2829  B;;0;91,09967;87,46388
368;43,56068;289,2777;1,317121;92,02014;36.56617  B;;0;86,99699;122,0608
369;57,43088;369,1198;0,200887;87,21405;29.08266  B;;0;61,10598;104,4039
370;41,84125;523,2357;0,780714;96,88972;39.28046  B;;0;90,59247;79,64269
371;39,21995;422,6767;0,532935;78,90256;54.54126  B;;0;93,83375;102,38
372;21,05298;191,2786;0,133308;86,11082;54.4251  B;;0;137,4315;162,3125
373;37,61339;502,1942;3,278265;79,277;40.96132  B;;0;101,1711;86,48507
374;55,00527;347,3286;4,993473;78,05904;26.63461  B;;0;64,11701;108,6516
377;33,19003;313,9844;0,396532;76,24617;50.72803  B;;0;111,5647;119,3291
378;39,43904;331,5997;2,339024;77,5363;40.30125  B;;0;103,5613;126,59
379;44,0308;375,4168;0,28663;75,39058;25.30585  B;;0;90,58688;113,4239
380;49,31052;329,7006;3,630948;71,92071;60.27485  B;;0;75,77565;98,04006
381;49,06681;268,3937;0,070464;81,53095;67.27652  B;;0;78,05282;120,1738
382;20,59263;274,8676;1,651958;80,17603;33.17968  B;;0;132,2354;145,4969
383;33,61955;542,4094;0,292332;72,45466;37.24099  B;;0;109,6276;87,70236
384;43,40889;326,9966;0,881404;81,87173;42.52084  B;;0;83,44321;113,4027
385;39,05291;322,1897;1,378709;78,19432;62.39383  B;;0;94,69286;126,0891
386;36,32833;369,1617;1,29382;74,4008;66.74508  B;;0;101,9996;108,3599
387;15,02659;448,5873;0,619968;70,32899;62.98982  B;;0;141,7738;111,79
388;40,62134;353,2166;1,856817;81,60946;39.92908  B;;0;88,94318;112,0471
389;34,96833;288,1346;0,200823;92,18781;23.40037  B;;0;101,8077;125,678
390;37,62782;380,5109;0,373722;80,93302;63.33688  B;;0;102,3076;115,8038
391;33,17521;341,9803;2,569109;77,86353;28.70116  B;;0;108,7378;112,7183
392;27,9471;165,0794;5,694748;98,19183;50.30854  B;;0;120,3727;142,2707
393;34,14303;435,1207;2,706742;81,13673;35.32107  B;;0;104,4736;109,7109
394;29,25028;647,8428;0,666711;73,15683;34.63619  B;;0;122,8583;83,66982
395;37,30529;322,7971;1,013687;84,30136;36.19984  B;;0;99,49924;124,3501
396;56,11551;241,2625;4,934536;85,23431;52.01008  B;;0;63,53523;116,9995
397;59,5519;358,2988;0,615332;94,4182;44.18171  B;;0;57,74095;96,13345
398;65,59434;268,9888;0,382489;95,71664;54.52012  B;;0;38,87004;108,5117
399;42,99393;354,6444;0,047172;79,4476;61.95084  B;;0;97,0312;113,5783
400;42,37126;338,4271;0,815072;77,63203;50.97898  B;;0;95,19327;112,9201
401;52,50052;351,5954;1,472464;78,09651;43.78278  B;;0;69,8656;108,7847
402;18,6035;445,2053;1,914381;86,27757;21.94272  B;;0;140,8589;111,1398
403;33,37922;422,75;5,770396;84,05146;33.96155  B;;0;103,9002;101,608
404;31,4761;239,1146;1,288248;85,54177;32.23037  B;;0;109,9678;142,0923
405;34,07286;387,4895;0,020902;97,18467;32.68479  B;;0;110,0853;120,9537
406;29,85712;239,7105;2,94419;90,62416;51.41844  B;;0;117,9674;131,2925
407;26,34687;561,351;0,152142;77,51703;29.71304  B;;0;120,9052;87,5802
408;33,8547;462,0207;0,549164;84,34171;21.00477  B;;0;107,9796;97,96876
409;30,7309;324,1394;2,287768;99,55284;34.31124  B;;0;109,0489;130,0558
410;40,75598;284,9604;1,005925;94,41495;62.1742  B;;0;94,84391;127,3166
411;25,60237;363,1752;0,979565;96,34455;60.4256  B;;0;120,9029;128,0401
412;16,71802;346,3651;0,813011;72,94599;52.75018  B;;0;143,6464;138,6276
413;29,90355;367,8064;1,828573;87,37327;35.51052  B;;0;120,5971;127,6932
414;41,12101;247,098;0,584438;94,86005;58.23864  B;;1;94,26657;124,4244
415;26,57016;493,2182;1,105814;82,93251;51.67933  B;;0;118,9574;109,6901
416;16,38641;198,7812;5,314837;74,89957;39.9543  B;;0;142,6756;153,6952
417;23,28597;366,8388;5,020855;74,44126;34.46884  B;;0;122,4595;119,95
418;32,83326;456,8037;0,710413;71,51534;48.39684  B;;0;106,3325;96,97455
419;52,80441;399,8511;0,081384;80,96406;32.49172  B;;0;69,525;96,68182
420;35,59877;259,2327;0,008137;88,32806;69.33071  B;;0;103,0759;131,5319
421;29,37676;527,3485;0,316725;81,82745;43.37717  B;;0;112,2148;95,40015
424;20,20789;374,3504;1,583062;92,26124;30.4525  B;;0;134,3991;123,0998
425;42,25894;301,9107;0,211083;82,61361;28.82232  B;;0;92,46229;117,7266
426;17,88224;508,8017;0,2786;85,7882;34.50269  B;;0;136,6573;112,6554
427;24,05733;410,5327;6,316657;92,89926;24.57322  B;;0;132,992;123,8165
428;43,02183;293,1891;1,90817;97,53245;45.11821  B;;0;90,17138;112,8344
429;44,96824;166,0409;1,415983;90,18794;55.24475  B;;0;84,96189;131,9772
430;33,42968;194,392;5,452049;75,41619;56.29603  B;;0;107,5502;135,2965
431;45,09053;101,0206;2,469738;83,25093;31.33467  B;;0;88,3622;146,685
432;38,52647;377,2529;0,776788;78,85963;68.43579  B;;0;98,83402;117,1673
433;45,2099;116,751;0,547465;74,45163;57.85019  B;;0;84,98792;149,9229
434;36,20704;402,8922;0,612051;86,71319;38.22969  B;;0;105,6026;107,6608
435;39,04732;145,8454;2,404692;81,39808;27.08816  B;;0;95,16019;147,5461
436;36,36915;263,1346;0,945348;96,35116;49.07523  B;;0;104,4905;123,5931
437;38,64378;180,3781;1,123339;97,66584;24.00663  B;;0;93,14768;143,0516
438;23,54843;366,6789;0,606914;86,24392;31.73199  B;;0;130,8763;128,0688
439;24,81167;438,5259;0,01732;76,34116;57.05853  B;;0;126,6475;119,1892
440;46,82952;347,1053;0,988286;86,63602;35.35914  B;;0;84,98028;112,7969
441;40,45973;357,1847;5,298294;92,11888;67.86066  B;;0;93,49789;110,0726
442;58,67476;268,6234;0,21636;92,66132;34.5459  B;;0;54,65169;117,1723
443;43,65173;314,7412;0,310351;91,27571;55.47425  B;;0;87,19549;114,9671
444;42,18479;551,0749;0,073675;96,52673;63.96744  B;;0;85,4955;87,90336
445;37,94971;396,6202;0,36055;88,75101;21.35861  B;;0;101,5839;122,0324
446;35,39395;268,2613;0,036822;82,79768;49.0024  B;;0;107,3034;132,1512
447;47,64744;238,3511;0,436437;98,32781;34.62027  B;;0;82,00247;131,5643
448;29,3989;319,3423;0,791481;86,39861;47.08698  B;;0;118,9895;128,8853
449;23,26654;308,683;1,394961;98,65743;39.72628  B;;0;133,6438;143,3881
450;46,931;242,6579;2,379162;92,41293;30.98889  B;;0;82,68292;122,1908
451;37,65408;423,5161;1,138226;79,8177;46.41542  B;;0;98,8031;100,5919
452;38,76086;387,6748;2,201507;89,0955;49.20146  B;;0;99,22928;107,0368
453;34,73317;233,1972;5,996149;74,50382;38.11678  B;;0;108,9278;133,2318
454;27,92957;204,8375;0,951898;85,33838;41.56961  B;;0;118,0337;147,2907
455;40,66737;430,7333;1,11493;82,33515;49.99935  B;;0;88,4167;101,136
456;41,01068;435,6899;1,036164;92,31323;28.37523  B;;0;91,88717;97,87435
457;27,03059;290,3514;0,501931;78,92593;52.90247  B;;0;121,6157;141,5991
458;26,5012;422,2089;2,637694;91,07087;35.18192  B;;0;116,673;103,8432
459;23,36639;288,0148;0,002629;81,13504;68.187  B;;0;126,6463;133,4047
460;17,59089;363,1426;2,779766;82,7543;67.93026  B;;0;144,5812;136,9459
461;11,57855;289,752;2,590389;79,62274;54.6492  B;;0;149,278;151,7197
462;60,64134;152,7543;2,991604;70,63846;33.26354  B;;0;50,39163;125,1437
463;29,29973;199,5145;0,20244;70,92596;36.27591  B;;0;113,3474;146,3273
464;37,05565;168,4924;1,369804;93,69869;27.58014  B;;0;98,76171;136,2918
465;28,77683;125,5701;0,896975;80,57683;32.98054  B;;0;117,3304;153,2227
466;25,83231;538,3187;4,587876;75,27856;63.79245  B;;0;121,7657;99,9477
467;32,2488;66,9703;0,002938;75,2656;33.15238  B;;0;110,4361;160,8272
468;26,49807;310,6711;0,033962;89,51268;53.83311  B;;0;124,5984;127,2426
471;23,61616;264,9018;0,518852;99,81905;60.57379  B;;0;128,417;140,8563
472;40,62534;186,4237;1,254656;86,16243;34.66419  B;;0;86,15095;133,9017
473;38,87071;389,9222;2,953069;82,51753;45.18197  B;;0;103,328;99,02179
474;33,67829;418,4951;1,633178;82,81258;48.22286  B;;0;106,4624;121,0408
475;36,53711;401,2667;1,481946;73,19026;40.20971  B;;0;102,1837;99,42039
476;26,33573;282,954;3,216024;72,20205;54.14548  B;;0;123,1172;147,1434
477;32,26671;273,059;3,430816;80,92698;57.28621  B;;0;112,0019;135,4064
478;29,12571;407,3187;0,738993;88,67382;25.98487  B;;0;114,3712;108,0267
479;39,26378;455,4151;3,704768;72,0125;23.86061  B;;0;99,20645;97,77509
480;33,18893;101,983;0,166354;77,52621;47.21419  B;;0;110,4065;167,4609
481;50,93937;322,2469;5,443999;90,17659;41.11854  B;;0;74,72317;113,3713
482;51,12736;339,4965;0,114256;85,97095;68.79434  B;;0;67,50192;100,4585
483;46,08436;637,9631;0,676201;95,88448;46.3935  B;;0;82,88569;62,91231
484;34,51705;388,0164;0,071704;87,98986;49.51238  B;;0;104,4833;123,3673
485;37,7051;290,748;2,049566;85,86547;25.72314  B;;0;97,35144;130,0523
486;6,568295;293,0078;0,650219;77,24787;22.89168  B;;0;163,6955;152,9486
487;39,73026;452,6501;3,506387;78,58423;66.81286  B;;0;92,49217;104,5539
488;46,12904;132,4409;2,506809;75,56037;47.41091  B;;0;82,06462;137,4968
489;44,79737;520,6258;0,050408;98,99153;28.41716  B;;0;84,92782;82,52422
490;28,55772;381,9624;1,189175;80,73389;61.01594  B;;0;120,633;120,2406
491;18,48218;321,9002;0,842461;90,44645;66.74806  B;;1;141,124;144,6614
492;36,43672;447,8006;0,670595;89,50661;69.79006  B;;0;100,4249;98,23792
493;40,75501;307,5403;2,731273;97,98398;69.77114  B;;0;95,09863;115,4273
494;23,01747;137,0915;0,443078;73,8725;21.7374  B;;0;124,6216;167,4149
495;16,61738;435,5465;0,306149;98,67433;29.41102  B;;0;139,9355;123,5981
496;20,82588;241,9772;0,560028;80,01702;67.52855  B;;0;130,7555;154,3916
497;55,85754;247,2821;1,283832;95,0944;48.66833  B;;0;65,87871;118,124
498;18,97997;295,9379;1,10152;73,26616;66.45797  B;;0;136,7814;152,9538
499;26,37292;177,7285;0,260537;94,07227;24.35568  B;;0;125,3941;160,5729
500;21,2675;365,7289;0,103505;86,2003;39.79065  B;;0;131,536;135,0401
501;49,40212;342,3145;1,237738;73,72854;60.46998  B;;0;75,6024;104,3
502;55,66332;404,6836;0,659868;81,96165;31.91815  B;;0;68,17156;95,83446
503;29,37245;413,352;0,004294;96,78947;41.69432  B;;0;112,7451;113,0676
504;20,80342;384,615;0,087599;81,96417;46.32179  B;;0;137,1707;125,2294
505;53,40617;347,8468;1,874274;88,42283;47.19461  B;;0;71,84533;96,97786
506;37,25171;317,2;0,249994;72,46121;55.98369  B;;0;102,6345;126,6593
507;55,47673;55,93545;0,449674;71,14806;36.14689  B;;0;61,6108;150,3795
508;48,47419;466,1749;0,047759;75,78907;54.61936  B;;0;80,15625;95,99637
509;45,68032;387,2931;2,825675;88,41598;42.63525  B;;0;87,10862;112,6915
510;46,90577;501,577;0,001075;95,4928;53.69861  B;;0;76,2768;85,05255
511;14,46563;249,8592;2,878065;85,77808;38.0671  B;;0;146,1745;155,0365
512;57,56268;487,4134;1,075555;78,71778;46.68133  B;;0;61,87364;82,28902
513;22,0865;80,35503;0,520779;94,91138;40.06431  B;;0;132,9823;170,2902
514;21,35038;462,0864;0,607735;75,56438;20.12432  B;;0;133,8634;116,5516
515;37,84853;292,4301;4,118607;77,29835;29.76256  B;;0;103,8699;125,8904
518;38,11151;404,2825;1,209715;91,70816;56.54632  B;;0;92,18134;107,9354
519;34,54008;188,1459;2,903658;97,42079;32.55113  B;;0;112,4641;144,8157
520;28,57051;192,0259;0,887663;99,47809;55.22829  B;;0;113,9918;142,4469
521;57,01292;150,536;0,975792;79,93649;55.86649  B;;0;61,84893;123,8672
522;43,94621;570,5816;1,735752;88,43062;33.12831  B;;0;91,44101;78,05106
523;47,76193;276,2025;0,552097;97,43918;45.98695  B;;0;84,43443;113,6053
524;34,67499;209,0325;0,30096;88,34057;40.86686  B;;0;102,4951;145,7292
525;46,79774;545,5766;0,549816;83,31504;54.73236  B;;0;80,31158;72,58421
526;23,23827;367,7156;1,782073;92,94484;40.5801  B;;0;128,4042;126,5467
527;46,51346;371,549;3,713707;93,34378;64.45873  B;;0;83,22138;108,633
528;35,3944;386,8972;5,867661;70,91102;58.20053  B;;0;105,826;112,485
529;33,4569;384,732;0,228192;93,75169;46.50655  B;;0;108,8014;108,484
530;29,36993;458,2847;0,92654;79,86618;60.88221  B;;0;115,3912;112,2239
531;38,17887;135,1844;2,429761;88,46208;20.66464  B;;0;95,52088;149,8555
532;33,53351;193,7929;0,156257;95,22651;48.35012  B;;0;108,0099;145,6536
533;38,56302;378,9757;0,034814;71,88839;39.78491  B;;0;101,3932;108,0196
534;33,77806;175,875;1,951222;86,53245;20.73651  B;;0;106,5532;147,5754
535;37,22795;580,1082;1,648433;81,16945;56.06793  B;;0;98,50645;84,2815
536;53,71056;139,3083;3,015579;78,17677;32.11542  B;;0;65,77896;129,9532
537;21,82318;317,5359;0,288716;84,55043;56.53169  B;;0;130,416;132,7627
538;33,42228;355,3171;0,212601;84,96819;21.58801  B;;0;110,5169;111,8971
539;16,07689;480,2252;0,330461;83,04008;30.4248  B;;0;144,4324;109,4239
540;45,08753;549,2171;0,720719;74,86254;39.13597  B;;0;84,00906;76,53218
541;26,59904;285,4558;1,16592;92,48415;22.58752  B;;0;117,1176;130,672
542;40,2861;252,7524;3,247474;93,71685;54.62979  B;;0;92,14875;131,1855
543;25,27228;375,0665;0,847029;86,40933;39.96567  B;;0;123,4829;123,8941
544;42,66595;265,0139;2,391069;91,76674;59.77211  B;;0;87,63994;125,3708
545;22,68315;306,5876;1,336913;74,78911;47.00512  B;;0;135,4241;128,8414
546;48,90017;406,2938;2,045015;75,56859;65.83214  B;;0;77,6833;98,63383
547;24,11804;357,4948;0,592358;75,22299;65.97216  B;;0;128,1285;140,4289
548;58,17526;429,0833;0,139858;81,81007;37.06745  B;;0;57,57003;83,55502
549;24,16381;286,3013;2,357376;77,37482;24.66835  B;;0;122,3579;140,3889
550;37,23227;349,523;0,652603;99,64522;30.60127  B;;0;100,3139;119,8411
551;29,44609;416,7547;6,533448;72,19918;48.84269  B;;0;112,8586;113,3917
552;54,31086;375,1151;2,455843;94,04831;36.61421  B;;0;68,97193;99,66265
553;47,32039;344,71;1,611691;87,65468;37.21119  B;;0;81,41538;108,0027
554;28,13092;516,2064;0,828547;71,42426;63.18909  B;;0;116,2382;100,8618
555;27,08915;342,2512;0,003879;73,32021;22.52424  B;;0;118,8199;130,7972
556;36,69723;255,9873;3,468102;86,17561;35.17312  B;;0;105,3699;133,0271
557;52,73594;270,427;4,116821;86,30933;48.19643  B;;0;68,92015;114,7326
558;33,73527;306,0474;1,452405;99,07074;53.27558  B;;0;105,3159;127,7395
559;53,64775;191,104;0,257331;99,58067;67.422  B;;0;66,85684;124,8366
560;48,53348;133,7714;2,819862;70,13537;35.43341  B;;0;80,1671;139,5354
561;42,98644;291,8574;0,465957;89,71887;61.39615  B;;0;97,40996;121,387
562;54,54231;476,2701;0,305334;90,99247;65.36787  B;;0;59,87786;77,20159
565;25,2668;247,1892;1,619299;71,05655;34.47038  B;;0;126,0602;146,339
566;33,86022;270,3143;2,917246;81,21988;68.12846  B;;0;102,8161;130,4014
567;17,54457;474,0658;0,907817;93,82139;32.01827  B;;0;140,2001;119,7387
568;27,08057;309,5509;0,239305;96,95544;41.50718  B;;0;118,5011;128,2116
569;37,43646;353,8004;1,754875;93,22713;46.05343  B;;0;96,12619;116,0852
570;52,76384;418,7925;0,703648;75,96877;54.71285  B;;0;69,80189;94,87267
571;43,20405;254,0619;2,198229;79,25744;28.58615  B;;0;85,29174;125,2729
572;45,96374;264,4009;0,420025;90,60114;30.66695  B;;0;83,49393;121,0352
573;35,56445;207,0452;6,381969;86,06837;61.28361  B;;0;103,2186;132,0772
574;37,74919;377,3815;0,052051;88,78573;37.1156  B;;0;98,96447;114,7704
575;42,70711;478,3599;0,070009;84,65137;55.22434  B;;0;88,18051;86,74208
576;55,84523;354,369;0,043732;89,41046;69.67956  B;;0;60,08965;110,2518
577;41,58254;440,7276;0,41196;96,21518;36.10645  B;;0;91,47981;90,89673
578;27,5768;424,6264;3,66565;82,14791;54.72662  B;;0;122,3256;119,3503
579;45,85339;79,57656;2,997425;77,75179;55.50494  B;;0;82,88501;152,4148
580;35,53496;481,0357;1,891132;90,06742;45.05784  B;;0;98,58191;104,6965
581;24,52871;485,273;0,402948;83,43007;62.58175  B;;0;126,6256;103,1689
582;59,41998;531,3712;6,764378;99,34545;35.59288  B;;0;56,60574;63,4329
583;20,56799;319,0578;0,870991;82,49932;22.58986  B;;0;136,5461;140,0315
584;37,2174;431,9247;2,427883;78,81877;37.50578  B;;0;96,08204;97,273
585;34,14586;354,8025;1,611931;99,45885;38.23871  B;;0;105,2048;113,7374
586;54,67447;167,338;0,090106;84,23198;44.79553  B;;0;66,15135;119,68
587;13,19653;262,7614;0,17804;76,57467;58.24936  B;;0;148,8344;151,4541
588;34,85118;463,6207;1,201918;76,17927;45.79104  B;;0;107,177;109,2307
589;20,34196;602,2763;1,549983;74,16597;68.83153  B;;0;135,092;93,18999
590;27,20549;299,1332;0,999745;79,97872;52.81958  B;;0;122,3889;123,8691
591;29,55454;305,3513;1,13107;85,31132;22.26215  B;;0;112,9386;118,043
592;41,06318;272,8879;1,581033;87,80234;49.25748  B;;0;87,24982;116,9535
593;35,29058;311,1824;0,589045;89,57226;60.49354  B;;0;98,88039;129,3686
594;29,45637;339,6911;3,613613;87,89898;51.9808  B;;0;117,3854;120,4341
595;29,66767;221,8192;2,43523;78,24828;60.15903  B;;0;114,5327;148,9288
596;29,32338;446,7428;0,14223;82,37127;68.04599  B;;0;116,0557;105,9855
597;38,22167;335,189;1,738553;91,58343;66.57434  B;;0;104,4986;121,2932
598;48,18619;245,954;3,120758;93,49412;29.40632  B;;0;77,32517;123,137
599;47,80868;484,3113;2,952529;88,77716;58.01035  B;;0;85,85301;81,31907
600;31,12252;398,6093;1,11557;79,4404;48.93179  B;;0;112,1332;113,6979
601;38,04889;41,33866;0,99895;87,75725;35.06389  B;;0;99,15246;163,8058
602;38,95238;160,5064;0,988659;79,47503;69.1033  B;;0;97,46193;143,2398
603;36,59667;257,5734;3,140926;88,75584;46.46523  B;;0;96,48368;125,3845
604;44,93777;274,4675;1,494531;72,1413;56.94765  B;;0;81,66583;123,3882
605;54,12865;489,4749;0,620362;79,91166;29.84433  B;;0;66,27513;73,49941
606;38,29721;407,0578;2,555167;94,03549;49.1185  B;;0;101,0699;105,9978
607;30,07503;409,1422;0,294593;85,55541;69.73105  B;;0;116,3151;120,837
608;14,22004;490,9658;2,602194;75,84247;56.33353  B;;0;148,7666;118,0764
609;53,02738;791,8414;0,388834;94,4663;54.42308  B;;0;63,63776;24,08888
612;36,46784;318,0663;0,451324;88,07601;49.21727  B;;0;102,5334;127,6667
613;37,43494;324,4098;1,494088;90,50287;25.67869  B;;0;99,70994;125,9407
614;33,85096;329,4173;0,075042;86,59134;37.03718  B;;0;108,0779;121,1982
615;34,44636;528,1761;1,982704;86,80536;59.48034  B;;0;107,1308;92,72213
616;28,45337;321,0985;5,8901;91,11343;59.9184  B;;0;119,3062;130,9832
617;15,87378;172,9112;0,449659;75,58164;50.38413  B;;0;141,9624;160,6358
618;42,58389;421,7089;1,072734;72,98376;23.12862  B;;0;89,42797;103,448
619;26,11744;326,9037;1,792537;80,59023;48.02541  B;;0;119,803;131,6073
620;20,47541;570,9006;0,052181;88,33611;39.71251  B;;0;134,1195;104,6714
621;41,10863;325,276;0,477185;72,367;69.32421  B;;0;91,9988;109,264
622;44,07217;272,8191;0,112473;82,95194;62.56746  B;;0;82,5352;119,2996
623;43,04565;339,9126;0,158948;73,58318;50.64483  B;;0;87,54587;99,36074
624;62,83543;456,3514;0,20541;78,60884;37.24268  B;;0;47,83435;81,88385
625;35,45902;351,2271;0,667526;94,07771;58.88448  B;;0;108,0217;113,0445
626;20,73809;290,0528;0,027562;84,35798;57.672  B;;0;133,9926;131,4186
627;34,13697;437,8988;0,990586;94,14817;28.39179  B;;0;109,1467;107,7079
628;37,02832;557,1394;2,772194;79,72652;66.06275  B;;0;102,2459;88,3811
629;30,4741;397,6322;0,608507;75,43916;38.32302  B;;0;108,1898;121,8443
630;62,55263;258,713;2,030761;88,6949;60.41986  B;;0;48,82951;99,59326
631;36,93659;259,0147;1,44625;80,8805;23.03068  B;;0;102,9921;121,7706
632;49,45187;485,5602;0,338476;93,84872;22.85302  B;;0;73,82722;86,29134
633;33,35386;381,725;0,133307;88,47588;44.18017  B;;0;105,7288;114,7675
634;30,92796;277,0928;1,123883;96,53822;44.44867  B;;0;110,9611;126,2021
635;18,34856;237,0012;0,897204;81,34474;32.64434  B;;0;140,4062;158,5169
636;37,84819;338,7544;2,420206;81,82653;51.49106  B;;0;97,28959;118,1335
637;41,78091;481,2804;0,522533;89,16911;44.9698  B;;0;92,58057;95,69669
638;36,28026;336,344;1,921374;89,44402;37.57976  B;;0;106,2466;120,8816
639;42,22055;211,0019;0,507216;80,84448;29.20208  B;;0;93,07664;135,8639
640;49,96483;284,5722;2,565455;92,1433;52.09519  B;;0;72,41719;111,0016
641;38,02965;414,9395;3,444825;95,09531;53.56617  B;;0;100,1677;104,4199
642;27,38228;482,2468;0,261746;79,73085;37.44822  B;;0;124,6739;95,77954
643;22,37216;243,2455;3,760192;88,41434;28.98193  B;;1;121,1305;140,8694
644;33,84696;210,9019;0,581722;75,53955;66.57816  B;;0;104,5067;142,277
645;34,03143;375,1696;1,059213;76,16602;31.31479  B;;0;103,3796;111,6632
646;41,03999;333,9622;0,440356;97,66931;58.47689  B;;0;92,687;116,1477
647;20,41598;328,4665;0,12197;83,42759;45.18455  B;;0;136,9373;131,3855
648;43,63762;429,1048;0,974479;92,36746;29.65295  B;;0;91,19696;91,17163
649;17,98973;231,489;0,500004;83,81153;45.75736  B;;0;137,6224;154,7564
650;37,35328;429,3476;1,881466;83,39247;34.7204  B;;0;101,3179;111,7722
651;16,01095;297,1989;2,124509;70,42593;21.33672  B;;0;142,3896;133,4808
652;36,04694;217,3314;0,012519;92,39456;67.30056  B;;0;102,0889;141,0954
653;27,36394;250,9423;0,555762;88,67804;31.14118  B;;0;126,2309;141,6929
654;35,73608;135,6887;0,672614;80,98861;28.34309  B;;0;104,4039;158,9711
655;26,29296;465,9318;0,477885;82,97874;29.87189  B;;0;124,0363;116,9953
656;45,8196;193,4251;0,800782;80,37751;52.20179  B;;0;85,7859;130,5767
659;22,35744;139,7945;2,590983;80,1283;38.50635  B;;0;132,6891;158,657
660;31,09419;427,9229;2,483058;93,17257;65.34156  B;;0;109,3453;105,3813
661;37,79165;222,1178;2,452856;80,29817;29.09109  B;;0;102,7185;136,5038
662;30,49097;337,9624;1,239441;91,57964;36.02905  B;;0;115,8572;126,9073
663;26,0649;326,6412;0,555142;87,33255;52.8968  B;;0;132,6181;132,3726
664;22,72482;434,4382;1,614952;76,56206;44.62059  B;;0;128,3754;114,7136
665;24,25317;344,3741;0,921535;83,94873;26.157  B;;0;130,1288;128,1555
666;39,36998;138,8081;0,662039;82,77999;43.96141  B;;0;96,93954;150,8067
667;22,36594;135,5919;2,120476;93,80262;25.08418  B;;0;132,8455;158,278
668;27,33747;268,9209;0,262276;85,57567;37.02808  B;;0;121,1726;144,921
669;36,32325;268,0061;2,311448;84,79059;39.42683  B;;1;103,2396;121,8512
670;40,82746;396,9889;0,992293;80,06142;43.35464  B;;0;92,26834;108,7679
671;9,534637;324,8727;3,731623;70,45762;66.08142  B;;0;158,3204;142,3263
672;21,04607;518,8371;0,185778;76,24091;35.17511  B;;0;136,9574;104,0375
673;49,54558;428,8863;0,112732;70,11364;62.78114  B;;0;75,10906;86,66146
674;33,82017;323,443;1,070218;85,64843;38.37744  B;;0;106,6499;115,318
675;51,9084;512,3781;0,913118;87,16444;51.85422  B;;0;75,29925;86,10399
676;40,69719;582,5512;0,029857;79,49145;21.24577  B;;0;101,5284;73,4018
677;36,93894;420,624;1,664019;86,3241;43.2465  B;;0;102,9532;105,7652
678;17,27354;411,0165;1,300313;85,37444;40.31431  B;;0;141,7947;129,0116
679;30,72174;130,7619;0,348772;96,1125;22.28326  B;;0;112,1289;149,5963
680;48,2467;354,8004;2,379811;78,2398;69.56319  B;;0;79,6402;106,6077
681;27,79524;186,6254;0,735234;85,40231;37.0065  B;;0;118,0105;147,0718
682;40,18173;212,0395;1,146343;75,28717;34.956  B;;0;95,82004;137,4304
683;39,43094;404,2798;1,717472;98,38395;21.42852  B;;0;98,46508;106,156
684;51,02907;580,9672;0,08295;85,78321;29.67715  B;;0;75,80549;70,66182
685;30,57475;262,9489;1,075661;72,55112;44.07056  B;;0;113,6864;124,93
686;20,71227;287,5605;0,907558;75,65846;45.94845  B;;0;138,6681;137,3797
687;52,82221;347,9668;0,054701;87,98121;41.49377  B;;0;68,16818;100,3205
688;24,87813;356,8625;0,285154;98,57416;41.28438  B;;0;126,9616;123,3347
689;17,57114;393,581;0,266518;92,28311;24.28838  B;;0;142,6418;131,9381
690;26,21773;474,2506;2,143362;85,71554;59.41377  B;;0;118,3807;110,0498
691;35,16637;282,6979;0,653033;84,55953;31.43663  B;;0;102,8865;135,2811
692;35,41533;272,7875;0,292643;88,34384;65.31645  B;;0;106,2223;133,6764
693;20,36402;211,626;4,000185;86,17946;31.12929  B;;0;136,9126;163,8288
694;41,95151;266,1006;1,552989;99,10799;57.53005  B;;0;89,00961;121,0029
